gender,word_count,average_sentence_length,average_word_length,total_count_punctuation,most_common_words,lexical_diversity,count_foreign_words,count_wh_words,sentiment_score,subjectivity_score,count_slang,pronoun_richness,count_VERB,count_.,"count_,",count_!,count_?,count_semi_colon,count_:,count_-,count_(,count_),count_[,count_],count_{,count_},count_<,count_>,count_/,count_\,count_|,count__,count_+,count_=,count_*,count_&,count_^,count_%,count_$,count_#,count_@,count_~,count_`,pronoun_density_I,pos_statistics_mean_count
male,160,40.0,1.0,20,Published,0.65,160,0,-0.04814814814814816,0.39259259259259266,0,0.025,13,6,8,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00625,11.428571428571429
male,149,29.8,1.0,9,Bloodletting,0.5906040268456376,149,0,-0.0011904761904761901,0.31428571428571433,0,0.006711409395973154,16,5,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10.642857142857142
male,107,26.75,1.0,9,seemingly,0.7757009345794392,107,3,-0.09285714285714286,0.380952380952381,0,0.06542056074766354,13,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.133333333333334
male,107,35.666666666666664,1.0,10,essay,0.7476635514018691,107,1,0.01,0.39,0,0.04672897196261682,13,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.133333333333334
male,319,35.44444444444444,1.0,31,Britain,0.5266457680250783,319,5,0.08715277777777779,0.2063301282051282,0,0.018808777429467086,28,9,13,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,21.266666666666666
female,307,25.583333333333332,1.0,29,article,0.49185667752442996,307,2,0.010555555555555552,0.2916666666666667,0,0.019543973941368076,20,12,8,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20.466666666666665
male,352,39.111111111111114,1.0,37,John,0.5255681818181818,352,4,0.21161616161616156,0.4131673881673883,0,0.0625,34,9,25,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017045454545454544,23.466666666666665
male,173,34.6,1.0,23,article,0.5838150289017341,173,8,0.07892857142857143,0.34964285714285714,2,0.05202312138728324,24,6,12,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011560693641618497,10.176470588235293
female,56,28.0,1.0,6,essay,0.8214285714285714,56,0,0.09,0.24,0,0.017857142857142856,3,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.3076923076923075
female,74,37.0,1.0,13,recent,0.7972972972972973,74,1,-0.016666666666666666,0.33888888888888885,0,0.013513513513513514,9,4,5,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.6923076923076925
female,198,33.0,1.0,18,1980s,0.6464646464646465,198,2,0.06694214876033057,0.5595041322314049,0,0.010101010101010102,14,6,9,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,13.2
male,256,36.57142857142857,1.0,22,article,0.55859375,256,2,0.13166666666666668,0.3434615384615384,0,0.0546875,14,7,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,16.0
male,95,31.666666666666668,1.0,10,essay,0.7157894736842105,95,1,0.09166666666666667,0.2555555555555556,0,0.07368421052631578,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.785714285714286
female,81,27.0,1.0,12,essay,0.7283950617283951,81,0,0.09791666666666667,0.390625,3,0.012345679012345678,13,3,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.230769230769231
male,219,36.5,1.0,29,intention,0.5799086757990868,219,1,0.05186588103254772,0.3226290684624018,0,0.0365296803652968,14,5,12,0,0,0,0,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,13.6875
female,286,35.75,1.0,34,Robert,0.5874125874125874,286,2,0.14173553719008267,0.4592975206611571,0,0.04195804195804196,29,9,20,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19.066666666666666
female,125,41.666666666666664,1.0,14,article,0.752,125,3,0.125,0.2916666666666667,0,0.04,14,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.615384615384615
female,255,36.42857142857143,1.0,25,Commentators,0.5137254901960784,255,2,0.08258928571428571,0.40205357142857145,0,0.0196078431372549,17,7,11,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,18.214285714285715
male,122,30.5,1.0,14,June,0.6721311475409836,122,2,0.048024891774891776,0.5189123376623376,0,0.02459016393442623,11,4,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8.714285714285714
female,202,28.857142857142858,1.0,15,Scholars,0.6435643564356436,202,3,-0.0234375,0.3984375,2,0.0297029702970297,25,7,3,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009900990099009901,13.466666666666667
female,110,36.666666666666664,1.0,6,response,0.6636363636363637,110,1,0.1340909090909091,0.5636363636363637,0,0.00909090909090909,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.875
female,123,30.75,1.0,19,retrace,0.6260162601626016,123,1,0.027777777777777776,0.2361111111111111,0,0.04065040650406504,9,6,6,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016260162601626018,9.461538461538462
female,13,13.0,1.0,5,/bin,0.8461538461538461,13,0,0.0,0.0,0,0.0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.8571428571428572
female,164,54.666666666666664,1.0,13,aim,0.5548780487804879,164,1,0.09,0.22000000000000003,0,0.0,11,3,3,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11.714285714285714
male,99,33.0,1.0,10,1821,0.6868686868686869,99,3,0.041666666666666664,0.8333333333333334,0,0.050505050505050504,11,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.071428571428571
female,111,37.0,1.0,11,1960s,0.6486486486486487,111,1,7.93016446160826e-18,0.34761904761904766,0,0.04504504504504504,3,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.4
male,114,38.0,1.0,8,article,0.5964912280701754,114,1,-0.028619528619528607,0.24966329966329967,0,0.043859649122807015,11,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.6
female,187,37.4,1.0,14,Scholars,0.6417112299465241,187,4,0.11666666666666667,0.3729166666666667,0,0.0481283422459893,22,5,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106951871657754,13.357142857142858
male,239,34.142857142857146,1.0,30,Hugh,0.5481171548117155,239,3,0.001984126984126985,0.2861111111111111,0,0.06276150627615062,18,7,17,0,0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14.9375
female,238,29.75,1.0,29,article,0.5546218487394958,238,4,-0.03175914994096812,0.37346517119244393,0,0.029411764705882353,26,8,18,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,15.866666666666667
male,168,33.6,1.0,19,article,0.5833333333333334,168,2,0.1111111111111111,0.27037037037037037,0,0.047619047619047616,14,6,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12.0
male,192,27.428571428571427,1.0,18,south,0.5833333333333334,192,0,0.05726190476190477,0.22523809523809518,0,0.010416666666666666,15,7,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12.8
male,139,34.75,1.0,20,article,0.5827338129496403,139,1,0.14047619047619048,0.39523809523809517,0,0.03597122302158273,12,4,10,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.266666666666667
female,194,32.333333333333336,1.0,17,article,0.6443298969072165,194,2,0.00888888888888889,0.3877777777777778,0,0.03608247422680412,15,6,4,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12.933333333333334
female,119,39.666666666666664,1.0,11,article,0.7142857142857143,119,2,0.06749999999999999,0.24500000000000002,3,0.04201680672268908,15,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008403361344537815,9.153846153846153
female,222,37.0,1.0,23,essay,0.6216216216216216,222,3,0.13813131313131316,0.4085858585858586,0,0.04504504504504504,20,6,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14.8
male,184,36.8,1.0,18,Maple,0.6413043478260869,184,0,0.06161616161616162,0.4063131313131313,0,0.02717391304347826,10,5,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12.266666666666667
female,265,37.857142857142854,1.0,29,paper,0.569811320754717,265,6,0.21658730158730158,0.5075396825396825,0,0.03018867924528302,29,6,15,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007547169811320755,17.666666666666668
male,167,33.4,1.0,14,pressing,0.6646706586826348,167,2,0.1248663101604278,0.4221033868092691,0,0.03592814371257485,15,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11.928571428571429
female,107,35.666666666666664,1.0,10,piece,0.7009345794392523,107,2,-0.027777777777777776,0.2222222222222222,0,0.07476635514018691,11,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.642857142857143
male,126,63.0,1.0,13,Shot,0.6507936507936508,126,4,0.2861111111111111,0.5333333333333333,0,0.07936507936507936,10,2,6,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8.4
female,245,40.833333333333336,1.0,25,Swift,0.5142857142857142,245,2,0.07278645833333333,0.359375,0,0.053061224489795916,19,6,13,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,16.333333333333332
female,203,33.833333333333336,1.0,22,paper,0.5714285714285714,203,2,-0.04081632653061225,0.32627551020408163,0,0.04433497536945813,18,6,6,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,13.533333333333333
male,82,27.333333333333332,1.0,5,review,0.6829268292682927,82,1,0.23333333333333328,0.37592592592592594,0,0.036585365853658534,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012195121951219513,6.833333333333333
male,231,46.2,1.0,30,essay,0.5974025974025974,231,5,0.16249999999999995,0.464484126984127,0,0.047619047619047616,18,4,10,0,0,0,1,2,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14.4375
male,200,33.333333333333336,1.0,23,paper,0.6,200,2,0.17500000000000004,0.44930555555555546,0,0.04,15,6,12,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,13.333333333333334
male,155,31.0,1.0,15,2011,0.6903225806451613,155,1,0.0324561403508772,0.193859649122807,0,0.01935483870967742,15,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064516129032258064,10.333333333333334
female,66,22.0,1.0,7,essay,0.7424242424242424,66,1,0.0,0.25,0,0.045454545454545456,9,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.076923076923077
male,200,40.0,1.0,17,essay,0.535,200,1,-0.022727272727272728,0.12348484848484849,0,0.015,14,5,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,13.333333333333334
female,165,23.571428571428573,1.0,14,Native,0.6424242424242425,165,2,0.05476190476190477,0.18869047619047621,1,0.024242424242424242,17,7,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11.785714285714286
male,109,36.333333333333336,1.0,15,contribution,0.6513761467889908,109,1,0.0066666666666666706,0.3133333333333333,0,0.045871559633027525,11,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009174311926605505,7.266666666666667
female,130,21.666666666666668,1.0,14,hoard,0.6923076923076923,130,2,0.3003367003367003,0.43198653198653203,0,0.03076923076923077,15,7,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8.666666666666666
female,112,28.0,1.0,13,article,0.6785714285714286,112,2,0.03333333333333333,0.13333333333333333,0,0.0625,8,4,5,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.466666666666667
male,193,38.6,1.0,16,Corruption,0.5958549222797928,193,5,0.034722222222222224,0.2990079365079365,0,0.046632124352331605,20,5,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,12.866666666666667
female,214,35.666666666666664,1.0,20,Literary,0.6074766355140186,214,1,0.14422348484848485,0.36268939393939387,0,0.02336448598130841,16,6,9,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,15.285714285714286
male,147,24.5,1.0,9,article,0.6326530612244898,147,2,0.48125000000000007,0.8875,0,0.06802721088435375,15,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027210884353741496,10.5
male,138,34.5,1.0,10,paper,0.5869565217391305,138,2,0.17366071428571425,0.28794642857142855,0,0.043478260869565216,13,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.2
female,129,32.25,1.0,22,eliminating,0.6511627906976745,129,3,0.15833333333333333,0.2796875,2,0.03875968992248062,14,4,13,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015503875968992248,8.6
female,153,38.25,1.0,16,year,0.6274509803921569,153,2,-0.03428571428571429,0.24023809523809522,3,0.026143790849673203,19,4,5,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006535947712418301,10.2
female,94,31.333333333333332,1.0,8,early,0.7978723404255319,94,1,0.041666666666666664,0.3282051282051282,0,0.031914893617021274,7,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.266666666666667
male,122,61.0,1.0,14,examining,0.6147540983606558,122,3,0.0793997668997669,0.31028554778554784,0,0.03278688524590164,8,3,9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8.133333333333333
female,115,38.333333333333336,1.0,16,Black,0.6521739130434783,115,4,0.04554924242424243,0.39905303030303024,0,0.034782608695652174,10,3,7,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8.214285714285714
male,186,37.2,1.0,18,article,0.6612903225806451,186,3,0.1216100076394194,0.5075725744843392,2,0.03225806451612903,19,5,3,0,0,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,13.285714285714286
female,170,34.0,1.0,14,essay,0.611764705882353,170,4,0.0775,0.3175,6,0.01764705882352941,18,5,4,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11.333333333333334
male,127,42.333333333333336,1.0,29,Maria,0.6614173228346457,127,1,0.06805555555555555,0.37777777777777777,0,0.015748031496062992,8,2,8,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.071428571428571
male,83,27.666666666666668,1.0,10,considerable,0.6746987951807228,83,3,0.29642857142857143,0.46071428571428574,0,0.03614457831325301,8,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.928571428571429
